251.682 298.641 30.000 0.000 -8.000
986.800 297.194 -35.000 15.000 0.000
994.036 835.509 30.000 25.000 8.000
263.258 822.486 25.000 25.000 8.000
956.411 551.881 -35.000 -15.000 0.000
292.200 550.434 30.000 -25.000 8.000
